Brand,Name,Model,Core,RAM,SSD,Discounted Price,Actual Price,Saving,Rating,Reviews
Dell,DELL 15 DC15250,15 DC15250,CORE I5,8GB,512GB SSD,147999.0,200000.0,26,0.0,0.0
Apple,APPLE MACBOOK AIR MC6T4,MACBOOK AIR MC6T4,M4,Unknown,Unknown,286999.0,299999.0,4,0.0,0.0
Lenovo,LENOVO LOQ 15,LOQ 15,RYZEN 5,12GB,512GB SSD,226999.0,255000.0,11,0.0,0.0
Lenovo,LENOVO V15 G3 15.,V15 G3 15.,CORE I3,4GB,256GB SSD,125499.0,149999.0,16,0.0,0.0
Lenovo,LENOVO THINKPAD E14 G4,THINKPAD E14 G4,CORE I5,8GB,512GB SSD,229999.0,260000.0,12,0.0,0.0
Lenovo,LENOVO V15 G3,V15 G3,CORE I7,8GB,512GB SSD,181999.0,249999.0,27,0.0,0.0
Lenovo,LENOVO V15 G3,V15 G3,CORE I5,4GB,256GB SSD,179999.0,199999.0,10,0.0,0.0
HP,HP PROBOOK 440 G10,PROBOOK 440 G10,CORE I7,8GB,512GB SSD,220999.0,260000.0,15,0.0,0.0
Apple,APPLE MACBOOK PRO MRX33 PRO 14.2,MACBOOK PRO MRX33 PRO 14.2,M3,18GB,512GB SSD,544999.0,600000.0,9,5.0,3.0
Apple,APPLE MACBOOK PRO 14.2” MTL83,MACBOOK PRO 14.2” MTL83,Unknown,8GB,1TB SSD,494999.0,515000.0,4,0.0,0.0
Apple,APPLE MACBOOK PRO 14 MTL73,MACBOOK PRO 14 MTL73,Unknown,8GB,512GB SSD,452999.0,500000.0,9,0.0,0.0
HP,HP 250 G10 RAPTOR LAKE,250 G10 RAPTOR LAKE,CORE I7,8GB,512GB SSD,187999.0,209999.0,10,5.0,1.0
HP,HP PAVILION X360 14 EK1056TU,PAVILION X360 14 EK1056TU,CORE I7,16GB,1TB SSD,261999.0,330000.0,21,0.0,0.0
Lenovo,LENOVO V15 G4,V15 G4,CORE I3,Unknown,Unknown,110999.0,200000.0,45,0.0,0.0
LENOVO,LENOVO THINBOOK 16 13TH 8GB/256GB 16INCH,THINBOOK 16 13TH 8GB/256GB 16INCH,CORE I5,8GB,Unknown,166000.0,200000.0,17,0.0,0.0
Lenovo,LENOVO V15 G4,V15 G4,CORE I7,8GB,512GB SSD,184999.0,250000.0,26,0.0,0.0
HP,HP 250 G10,250 G10,CORE I3,Unknown,Unknown,107499.0,120000.0,10,5.0,1.0
HP,HP VICTUS 15FA2701WM,VICTUS 15FA2701WM,CORE I5,16GB,512GB SSD,234999.0,300000.0,22,0.0,0.0
HP,HP PROBOOK 460 G11 ULTRA 7 155U,PROBOOK 460 G11 ULTRA 7 155U,ULTRA 7,Unknown,Unknown,229999.0,300000.0,23,0.0,0.0
HP,HP PROBOOK 460 G11,PROBOOK 460 G11,ULTRA 5,8GB,512GB SSD,194999.0,280000.0,30,0.0,0.0
HP,HP ELITEBOOK 640 G11 14 ULTRA 7 155U,ELITEBOOK 640 G11 14 ULTRA 7 155U,ULTRA 7,8GB,512GB SSD,293999.0,370000.0,21,0.0,0.0
HP,HP ELITEBOOK 660 G11 U7 ULTRA 7 155U,ELITEBOOK 660 G11 U7 ULTRA 7 155U,ULTRA 7,8GB,512GB SSD,302999.0,370000.0,18,0.0,0.0
LENOVO,LENOVO LEGION PRO 5,LEGION PRO 5,CORE I7,16GB,1TB SSD,469999.0,495000.0,5,0.0,0.0
HP,HP 250 G9,250 G9,CORE I7,Unknown,Unknown,174999.0,200000.0,13,0.0,0.0
HP,HP 15FD0229NIA 15.6,15FD0229NIA 15.6,CORE I7,8GB,512GB SSD,177999.0,200000.0,11,0.0,0.0
HP,HP ELITEBOOK 650 G10 1335U,ELITEBOOK 650 G10 1335U,CORE I5,Unknown,Unknown,242999.0,300000.0,19,0.0,0.0
ASUS,ASUS EXPERTBOOK B1403CVA,EXPERTBOOK B1403CVA,CORE I7,16GB,512GB SSD,181999.0,230000.0,21,0.0,0.0
HP,HP ELITEBOOK 660 G11 ULTRA 5 125U,ELITEBOOK 660 G11 ULTRA 5 125U,ULTRA 5,Unknown,Unknown,252999.0,275000.0,8,0.0,0.0
Apple,APPLE MACBOOK AIR MXCV3 8CORE CHIP,MACBOOK AIR MXCV3 8CORE CHIP,M3,Unknown,Unknown,412999.0,450000.0,8,0.0,0.0
Acer,ACER NITRO V15,NITRO V15,CORE I5,16GB,512GB SSD,247999.0,275000.0,10,0.0,0.0
Acer,ACER NITRO V15 13900H GRAPHICS,NITRO V15 13900H GRAPHICS,CORE I9,16GB,512GB SSD,354999.0,354999.0,0,0.0,0.0
Acer,ACER NITRO V16 14650HX,NITRO V16 14650HX,CORE I7,16GB,512GB SSD,349999.0,415999.0,16,0.0,0.0
Dell,DELL LATITUDE 5440 1355U,LATITUDE 5440 1355U,CORE I7,8GB,512GB SSD,344999.0,370000.0,7,0.0,0.0
LENOVO,LENOVO THINKPAD E14 G6 14TH,THINKPAD E14 G6 14TH,ULTRA 7,16GB,512GB SSD,283999.0,299999.0,5,0.0,0.0
LENOVO,LENOVO THINKPAD T14,THINKPAD T14,ULTRA 7,16GB,512GB SSD,400999.0,420000.0,5,0.0,0.0
LENOVO,LENOVO THINKPAD T14,THINKPAD T14,ULTRA 7,32GB,512GB SSD,430999.0,450000.0,4,0.0,0.0
HP,HP OMNIBOOK 14 FP0013DX CORE 5 120U,OMNIBOOK 14 FP0013DX CORE 5 120U,Unknown,8GB,512GB SSD,167999.0,220000.0,24,0.0,0.0
Lenovo,LENOVO LOQ 15 13TH 13450HX,LOQ 15 13TH 13450HX,CORE I5,24GB,512GB SSD,266999.0,285000.0,6,0.0,0.0
Apple,APPLE MACBOOK AIR 15 MW1K3,MACBOOK AIR 15 MW1K3,M4,Unknown,Unknown,450999.0,460000.0,2,0.0,0.0
Dell,DELL LATITUDE 3550 RAPTOR LAKE 1335U,LATITUDE 3550 RAPTOR LAKE 1335U,CORE I5,8GB,512GB SSD,184999.0,219999.0,16,0.0,0.0
LENOVO,LENOVO LOQ 15 13450HX,LOQ 15 13450HX,CORE I5,Unknown,Unknown,261999.0,310000.0,15,0.0,0.0
HP,HP OMNIBOOK ULTRA FLIP 14FH0030CA CORE ULTRA 7 256V,OMNIBOOK ULTRA FLIP 14FH0030CA CORE ULTRA 7 256V,ULTRA 7,16GB,1TB SSD,416999.0,450000.0,7,0.0,0.0
Lenovo,LENOVO THINKPAD X1 CARBON G13 ULTRA 7 256V,THINKPAD X1 CARBON G13 ULTRA 7 256V,ULTRA 7,32GB,512GB SSD,659999.0,726000.0,9,0.0,0.0
HP,HP VICTUS 15FA2013DX,VICTUS 15FA2013DX,CORE I5,8GB,512GB SSD,195999.0,249900.0,22,0.0,0.0
HP,HP VICTUS 15FA2701WM,VICTUS 15FA2701WM,CORE I5,16GB,512GB SSD,233999.0,275999.0,15,0.0,0.0
ACER,ACER PREDATOR HELIOS 16 AI CORE ULTRA 9 275HX RTX 5070TI 12GB,PREDATOR HELIOS 16 AI CORE ULTRA 9 275HX RTX 5070TI 12GB,ULTRA 9,32GB,1TB SSD,684999.0,724000.0,5,0.0,0.0
ASUS,ASUS EXPERTBOOK B1403CVA 1334U,EXPERTBOOK B1403CVA 1334U,CORE I5,16GB,512GB SSD,153999.0,200000.0,23,0.0,0.0
Lenovo,LENOVO THINKPAD E14 G8 U7255H,THINKPAD E14 G8 U7255H,Unknown,16GB,512GB SSD,289999.0,350000.0,17,0.0,0.0
Lenovo,LENOVO THINKPAD E16 G3 ULTRA 5 225U,THINKPAD E16 G3 ULTRA 5 225U,ULTRA 5,8GB,512GB SSD,224999.0,300000.0,25,0.0,0.0
Dell,DELL ALIENWARE AURORA 16 CORE 7 240H,ALIENWARE AURORA 16 CORE 7 240H,Unknown,16GB,512GB SSD,349999.0,400000.0,13,0.0,0.0
Dell,DELL LATITUDE 3550 ULTRA 5125U,LATITUDE 3550 ULTRA 5125U,ULTRA 5,8GB,512GB SSD,197999.0,250000.0,21,0.0,0.0
Asus,ASUS VIVOBOOK 16 M1605YA,VIVOBOOK 16 M1605YA,M1,8GB,512GB SSD,179999.0,215000.0,16,0.0,0.0
Dell,DELL ALIENWARE 16 AURORA CORE 7240H,ALIENWARE 16 AURORA CORE 7240H,Unknown,32GB,1TB SSD,440999.0,480000.0,8,0.0,0.0
HP,HP OMNIBOOK 5 16AF1067ST ULTRA 7255U,OMNIBOOK 5 16AF1067ST ULTRA 7255U,ULTRA 7,16GB,1TB SSD,239999.0,280000.0,14,0.0,0.0
HP,HP VICTUS 15FA2317TX,VICTUS 15FA2317TX,CORE I7,16GB,512GB SSD,301999.0,350000.0,14,0.0,0.0
Apple,APPLE MACBOOK AIR 13 MW0Y3,MACBOOK AIR 13 MW0Y3,M4,Unknown,Unknown,286999.0,299999.0,4,0.0,0.0
Dell,DELL INSPIRON 3515 AMD,INSPIRON 3515 AMD,RYZEN 5,8GB,256GB SSD,134499.0,145000.0,7,0.0,0.0
Infinix,INFINIX INBOOK X2 1065G7,INBOOK X2 1065G7,CORE I7,8GB,512GB SSD,119999.0,169999.0,29,5.0,4.0
Apple,APPLE MACBOOK PRO A2289,MACBOOK PRO A2289,CORE I5,8GB,512GB SSD,242999.0,380000.0,36,0.0,0.0
HP,HP 15S FQ5098TU WIN 11,15S FQ5098TU WIN 11,CORE I5,8GB,512GB SSD,145999.0,174999.0,17,0.0,0.0
Dell,DELL INSPIRON 3520,INSPIRON 3520,CORE I7,8GB,512GB SSD,187499.0,230000.0,18,0.0,0.0
Apple,APPLE MACBOOK AIR 15.3 MQKX3,MACBOOK AIR 15.3 MQKX3,M2,8GB,512GB SSD,406999.0,420000.0,3,0.0,0.0
HP,HP 15 FD0336NIA,15 FD0336NIA,CORE I3,4GB,256GB SSD,107999.0,125000.0,14,0.0,0.0
Lenovo,LENOVO IDEAPAD 5,IDEAPAD 5,CORE I7,16GB,512GB SSD,205999.0,238000.0,13,0.0,0.0
HP,HP VICTUS 16R0003NIA,VICTUS 16R0003NIA,CORE I7,32GB,1TB SSD,349999.0,400000.0,13,0.0,0.0
ASUS,ASUS EXPERTBOOK B1 502CB 12TH 235U,EXPERTBOOK B1 502CB 12TH 235U,CORE I5,Unknown,Unknown,147999.0,170000.0,13,0.0,0.0
Apple,APPLE MACBOOK AIR WITH,MACBOOK AIR WITH,M3,Unknown,Unknown,399999.0,449999.0,11,0.0,0.0
Dell,DELL VOSTRO 3530,VOSTRO 3530,CORE I3,8GB,512GB SSD,111999.0,143000.0,22,0.0,0.0
Apple,APPLE MACBOOK AIR 15 MC7C4,MACBOOK AIR 15 MC7C4,M4,Unknown,Unknown,489999.0,499999.0,2,0.0,0.0
Acer,ACER NITRO V15 13620H GRAPHICS,NITRO V15 13620H GRAPHICS,CORE I7,16GB,512GB SSD,295999.0,305000.0,3,0.0,0.0
Acer,ACER NITRO V16 AMD,NITRO V16 AMD,RYZEN 7,16GB,512GB SSD,300999.0,330000.0,9,0.0,0.0
HP,HP OMNIBOOK 5 16AF1095CL CORE ULTRA 9 285H,OMNIBOOK 5 16AF1095CL CORE ULTRA 9 285H,ULTRA 9,32GB,1TB SSD,346999.0,370000.0,6,0.0,0.0
HP,HP ELITEBOOK 840 G11 ULTRA 7155U VPRO,ELITEBOOK 840 G11 ULTRA 7155U VPRO,ULTRA 7,16GB,512GB SSD,344999.0,380000.0,9,0.0,0.0
Dell,DELL 15 DC15250 CORE 3100U,15 DC15250 CORE 3100U,Unknown,8GB,512GB SSD,147999.0,165000.0,10,0.0,0.0
HP,HP PAVILION 15 EH2033AU AMD WIN 11,PAVILION 15 EH2033AU AMD WIN 11,RYZEN 7,16GB,1TB SSD,200999.0,249999.0,20,0.0,0.0
HP,HP PAVILION 15 EH2032AU AMD WIN 11,PAVILION 15 EH2032AU AMD WIN 11,RYZEN 5,16GB,512GB SSD,156999.0,199999.0,22,0.0,0.0
HP,HP 15S FD0107TU 1335U WIN 11,15S FD0107TU 1335U WIN 11,CORE I5,8GB,512GB SSD,159999.0,219999.0,27,3.0,1.0
HP,HP 15DY5131WM LAPTOP 12THGEN,15DY5131WM LAPTOP 12THGEN,CORE I3,8GB,256GB SSD,109999.0,135000.0,19,4.0,1.0
HP,HP ENVY 14ES0013DX 1335U,ENVY 14ES0013DX 1335U,CORE I5,8GB,512GB SSD,169999.0,220000.0,23,0.0,0.0
Dell,DELL VOSTRO 3520,VOSTRO 3520,CORE I3,8GB,512GB SSD,100999.0,125000.0,19,0.0,0.0
HP,HP 15 FD0240TU 1334U,15 FD0240TU 1334U,CORE I5,8GB,512GB SSD,150999.0,185000.0,18,0.0,0.0
HP,HP ENVY 16 AC0013DX ULTRA 5 125U,ENVY 16 AC0013DX ULTRA 5 125U,ULTRA 5,Unknown,Unknown,210999.0,250000.0,16,0.0,0.0
ASUS,ASUS ZENBOOK 14 Q415MA CORE ULTRA 5 125H,ZENBOOK 14 Q415MA CORE ULTRA 5 125H,ULTRA 5,Unknown,Unknown,191999.0,250000.0,23,0.0,0.0
Dell,DELL INSPIRON 16 5640 1334U,INSPIRON 16 5640 1334U,CORE I5,16GB,512GB SSD,197999.0,209999.0,6,0.0,0.0
LENOVO,LENOVO LOQ 15 12450HX,LOQ 15 12450HX,CORE I5,Unknown,Unknown,241999.0,279999.0,14,0.0,0.0
Infinix,INFINIX INBOOK X2 1035G1,INBOOK X2 1035G1,CORE I5,8GB,512GB SSD,110999.0,159999.0,31,5.0,2.0
HP,HP 15S FQ5096TU WIN 11,15S FQ5096TU WIN 11,CORE I3,4GB,256GB SSD,128999.0,152000.0,15,0.0,0.0
HP,HP 15SFQ5317TU LAPTOP,15SFQ5317TU LAPTOP,CORE I5,8GB,512GB SSD,150999.0,180000.0,16,5.0,1.0
HP,HP 15SFQ5299NIA LAPTOP,15SFQ5299NIA LAPTOP,CORE I7,8GB,512GB SSD,177999.0,220000.0,19,0.0,0.0
HP,HP 15S EQ2174AU AMD,15S EQ2174AU AMD,RYZEN 5,8GB,512GB SSD,115999.0,126000.0,8,5.0,1.0
Dell,DELL VOSTRO 3520,VOSTRO 3520,CORE I5,8GB,512GB SSD,129599.0,150000.0,14,0.0,0.0
HP,HP VICTUS 15FA0212TX GAMING LAPTOP 12650H,VICTUS 15FA0212TX GAMING LAPTOP 12650H,CORE I7,16GB,512GB SSD,285999.0,320000.0,11,0.0,0.0
HP,HP 15SEQ2315AU LAPTOP AMD 8GB512GB,15SEQ2315AU LAPTOP AMD 8GB512GB,RYZEN 7,8GB,512GB SSD,151999.0,210000.0,28,0.0,0.0
HP,HP VICTUS 15FB2082WM,VICTUS 15FB2082WM,RYZEN 5,8GB,512GB SSD,231999.0,292000.0,21,0.0,0.0
HP,HP SPECTRE X360 14EF2051TU 1355U,SPECTRE X360 14EF2051TU 1355U,Unknown,Unknown,Unknown,401999.0,425000.0,5,0.0,0.0
Acer,ACER PREDATOR HELIOS NEO PH1672903U 14900HX,PREDATOR HELIOS NEO PH1672903U 14900HX,CORE I9,32GB,1TB SSD,480999.0,499999.0,4,0.0,0.0
HP,HP VICTUS 15FB2146AX,VICTUS 15FB2146AX,RYZEN 7,16GB,512GB SSD,296999.0,335000.0,11,0.0,0.0
HP,HP DU3572TU 11THGEN,DU3572TU 11THGEN,CORE I5,8GB,512GB SSD,176499.0,176499.0,0,0.0,0.0
Infinix,INFINIX INBOOK Y1 PLUS LAPTOP INTERNATIONAL,INBOOK Y1 PLUS LAPTOP INTERNATIONAL,CORE I3,8GB,256GB SSD,85999.0,111999.0,23,4.8,4.0
HP,HP LAPTOP 15S FQ5276NIA I3,LAPTOP 15S FQ5276NIA I3,Unknown,4GB,256GB SSD,107999.0,125000.0,14,0.0,0.0
DELL,DELL VOSTRO 15 3520 LAPTOP,VOSTRO 15 3520 LAPTOP,CORE I3,Unknown,Unknown,101999.0,139999.0,27,4.5,1.0
HP,HP 15SFQ5340TU,15SFQ5340TU,CORE I3,8GB,256GB SSD,106999.0,120000.0,11,0.0,0.0
HP,HP 15FB1000CA .,15FB1000CA .,RYZEN 5,16GB,1TB SSD,206999.0,220000.0,6,0.0,0.0
HP,HP 15S EQ2174AU,15S EQ2174AU,RYZEN 5,8GB,512GB SSD,116999.0,150000.0,22,0.0,0.0
HP,HP ENVY 16H1053DX 13700H,ENVY 16H1053DX 13700H,CORE I7,16GB,1TB SSD,360999.0,400000.0,10,0.0,0.0
HP,HP ENVY X360 2 IN 1 14 FC0023DX CORE ULTRA 7 LAPTOP,ENVY X360 2 IN 1 14 FC0023DX CORE ULTRA 7 LAPTOP,ULTRA 7,Unknown,Unknown,230999.0,300000.0,23,0.0,0.0
Asus,ASUS ZENBOOK 14 Q425MA CORE ULTRA 7 155H,ZENBOOK 14 Q425MA CORE ULTRA 7 155H,ULTRA 7,Unknown,Unknown,265999.0,300000.0,11,0.0,0.0
Apple,APPLE MACBOOK AIR WITH,MACBOOK AIR WITH,M3,Unknown,Unknown,395999.0,449999.0,12,0.0,0.0
Acer,ACER PREDATOR HELIOS NEO PHN145197X1 185H,PREDATOR HELIOS NEO PHN145197X1 185H,ULTRA 9,32GB,1TB SSD,430999.0,550000.0,22,0.0,0.0
Lenovo,LENOVO IDEAPAD SLIM 5 13420H,IDEAPAD SLIM 5 13420H,CORE I5,16GB,512GB SSD,176999.0,199999.0,12,0.0,0.0
HP,HP 15S FQ5099TU WIN 11,15S FQ5099TU WIN 11,CORE I7,8GB,512GB SSD,173999.0,199999.0,13,0.0,0.0
Lenovo,LENOVO IDEAPAD 5,IDEAPAD 5,CORE I5,8GB,512GB SSD,144599.0,174999.0,17,5.0,1.0
Lenovo,LENOVO IDEAPAD 3,IDEAPAD 3,CORE I7,8GB,1TB SSD,155999.0,184999.0,16,0.0,0.0
HP,HP 250 G9,250 G9,CORE I5,8GB,512GB SSD,152999.0,189999.0,19,0.0,0.0
DELL,DELL VOSTRO 15 3520 LAPTOP,VOSTRO 15 3520 LAPTOP,CORE I5,Unknown,Unknown,134999.0,170000.0,21,0.0,0.0
ASUS,ASUS EXPERTBOOK B1402CVA,EXPERTBOOK B1402CVA,CORE I7,16GB,512GB SSD,156999.0,200000.0,22,0.0,0.0
Apple,APPLE MACBOOK AIR 13” MRXV3 8256,MACBOOK AIR 13” MRXV3 8256,M3,Unknown,Unknown,288999.0,400000.0,28,5.0,1.0
HP,HP PAVILION 15 EH3050AU AMD OCTA CORE,PAVILION 15 EH3050AU AMD OCTA CORE,RYZEN 7,16GB,1TB SSD,198499.0,245000.0,19,0.0,0.0
HP,HP ENVY 2 IN 1 16 AC0023DX,ENVY 2 IN 1 16 AC0023DX,ULTRA 7,16GB,1TB SSD,251999.0,299000.0,16,0.0,0.0
HP,HP 15S FD0110TU RAPTOR LAKE,15S FD0110TU RAPTOR LAKE,CORE I7,16GB,512GB SSD,222999.0,270000.0,17,0.0,0.0
Lenovo,LENOVO THINKPAD E14 GEN 4,THINKPAD E14 GEN 4,RYZEN 5,Unknown,Unknown,141999.0,180000.0,21,0.0,0.0
Apple,APPLE MACBOOK AIR MRXN3 8CORE CHIP,MACBOOK AIR MRXN3 8CORE CHIP,M3,Unknown,Unknown,288999.0,300000.0,4,0.0,0.0
Dell,DELL INSPIRON 15 3530 1355U,INSPIRON 15 3530 1355U,CORE I7,16GB,512GB SSD,189999.0,219999.0,14,0.0,0.0
Dell,DELL INSPIRON 3535 AMD,INSPIRON 3535 AMD,RYZEN 7,16GB,512GB SSD,134499.0,142999.0,6,0.0,0.0
Acer,ACER PREDATOR HELIOS NEO PH167299PA 14900HX,PREDATOR HELIOS NEO PH167299PA 14900HX,CORE I9,32GB,1TB SSD,430999.0,449999.0,4,0.0,0.0
Acer,ACER PREDATOR HELIOS NEO PH167297T1 14900HX,PREDATOR HELIOS NEO PH167297T1 14900HX,CORE I9,32GB,1TB SSD,781999.0,950000.0,18,0.0,0.0
ASUS,ASUS ROG ZEPHYRUS G14 GA403UM,ROG ZEPHYRUS G14 GA403UM,RYZEN 9,16GB,1TB SSD,499999.0,550000.0,9,0.0,0.0
Lenovo,LENOVO THINKPAD E15 AMD,THINKPAD E15 AMD,RYZEN 7,8GB,512GB SSD,145500.0,145500.0,0,0.0,0.0
ASUS,ASUS EXPERTBOOK B3402FB,EXPERTBOOK B3402FB,CORE I7,16GB,512GB SSD,225000.0,225000.0,0,0.0,0.0
ASUS,ASUS TUF FX507ZC4HN096,TUF FX507ZC4HN096,CORE I5,16GB,512GB SSD,260000.0,260000.0,0,0.0,0.0
Lenovo,LENOVO THINKPAD E15,THINKPAD E15,CORE I5,8GB,512GB SSD,153000.0,153000.0,0,0.0,0.0
ASUS,ASUS EXPERTBOOK B1402CBA,EXPERTBOOK B1402CBA,CORE I5,8GB,512GB SSD,155000.0,155000.0,0,0.0,0.0
ASUS,ASUS TUF FX507ZC4HN153,TUF FX507ZC4HN153,CORE I7,16GB,512GB SSD,300000.0,300000.0,0,0.0,0.0
ASUS,ASUS TUF FX507ZV4LP349,TUF FX507ZV4LP349,CORE I7,16GB,512GB SSD,345000.0,345000.0,0,0.0,0.0
Infinix,INFINIX GT BOOK 13900H,GT BOOK 13900H,CORE I9,32GB,1TB SSD,442999.0,442999.0,0,0.0,0.0
ASUS,ASUS EXPERTBOOK B1500CBA,EXPERTBOOK B1500CBA,CORE I7,16GB,512GB SSD,205000.0,205000.0,0,0.0,0.0
ASUS,ASUS TUF FX507ZC4HN129,TUF FX507ZC4HN129,CORE I5,8GB,512GB SSD,255000.0,255000.0,0,0.0,0.0
Asus,ASUS ROG ZEPHYRUS G15 GA503QR OCTACORE,ROG ZEPHYRUS G15 GA503QR OCTACORE,RYZEN 9,16GB,1TB SSD,399900.0,399900.0,0,0.0,0.0
